Iteration, Displacement, Magnitude
147, 1.8926018476486206, 1.9177916049957275
148, 1.8990745544433594, 1.9243299961090088
149, 1.9054821729660034, 1.930802822113037
150, 1.9118257761001587, 1.9372113943099976
151, 1.9181066751480103, 1.9435561895370483
152, 1.9243251085281372, 1.949838638305664
153, 1.930482268333435, 1.9560593366622925
154, 1.9365792274475098, 1.96221923828125
155, 1.9426168203353882, 1.9683191776275635
156, 1.948595643043518, 1.9743601083755493
157, 1.954516887664795, 1.980342984199524
158, 1.9603813886642456, 1.9862685203552246
159, 1.9661895036697388, 1.9921375513076782
160, 1.971942663192749, 1.9979510307312012
161, 1.9776414632797241, 2.003709554672241
162, 1.9832863807678223, 2.0094141960144043
163, 1.9888787269592285, 2.0150656700134277
164, 1.9944188594818115, 2.0206642150878906
165, 1.9999078512191772, 2.0262115001678467
166, 2.0053462982177734, 2.031707763671875
167, 2.0107345581054688, 2.037153959274292
168, 2.0160741806030273, 2.042550563812256
169, 2.0213654041290283, 2.047898054122925
170, 2.026608467102051, 2.0531978607177734
171, 2.0318048000335693, 2.058450222015381
172, 2.036954879760742, 2.0636558532714844
173, 2.0420591831207275, 2.0688154697418213
174, 2.047118902206421, 2.073929786682129
175, 2.052133798599243, 2.0789995193481445
176, 2.05710506439209, 2.0840249061584473
177, 2.062033176422119, 2.0890069007873535
178, 2.0669188499450684, 2.0939462184906006
179, 2.0717625617980957, 2.0988430976867676
180, 2.0765652656555176, 2.103698492050171
181, 2.081326961517334, 2.1085126399993896
182, 2.0860483646392822, 2.1132864952087402
183, 2.0907304286956787, 2.1180202960968018
184, 2.0953733921051025, 2.1227147579193115
185, 2.099977731704712, 2.1273703575134277
186, 2.104544162750244, 2.1319875717163086
187, 2.1090731620788574, 2.1365671157836914
188, 2.11356520652771, 2.1411094665527344
189, 2.11802077293396, 2.1456151008605957
190, 2.1224403381347656, 2.1500847339630127
191, 2.1268248558044434, 2.1545181274414062
192, 2.131173849105835, 2.158916473388672
193, 2.135488748550415, 2.1632800102233887
194, 2.1397695541381836, 2.167609214782715
195, 2.144016742706299, 2.1719045639038086
196, 2.14823055267334, 2.176166534423828
197, 2.152411937713623, 2.1803953647613525
198, 2.1565611362457275, 2.1845920085906982
199, 2.1606781482696533, 2.1887564659118652
200, 2.164763927459717, 2.1928889751434326
